,contents_page,label,extraction
10,"
 
 
2 
 
 
 
Contents 
Overview 
3 
The Nature of Historical Perspectives 
5 
The Mirage of Ultimate History 
5 
History as a Collective Endeavor 
5 
Challenges in Comprehending History 
7 
Studies on the Cognitive Development of Younger Children in Historical Interpretation 
7 
Studies on the Thought Process of 16-19 Year-Old Students Regarding Interpretations 
8 
Approaches 
9 
Interpretations, Representations, and Constructs 
10 
Analyzing Varied Historians' Perspectives 
11 
Assessing Interpretations Using Appropriate Criteria 
12 
Exercises 
15 
Author's Profile 
24 
Appreciation 
24 
 
",yes,"Overview --- 3 
The Nature of Historical Perspectives --- 5 
The Mirage of Ultimate History --- 5 
History as a Collective Endeavor --- 5 
Challenges in Comprehending History --- 7 
Studies on the Cognitive Development of Younger Children in Historical Interpretation --- 7 
Studies on the Thought Process of 16-19 Year-Old Students Regarding Interpretations --- 8 
Approaches --- 9 
Interpretations, Representations, and Constructs --- 10 
Analyzing Varied Historians' Perspectives --- 11 
Assessing Interpretations Using Appropriate Criteria --- 12 
Exercises --- 15 
Author's Profile --- 24 
Appreciation --- 24"
11,"
 
 
2 
 
 
 
Contents 
Overview 
3 
The Concept of Historical Interpretations 
5 
The Myth of Definitive History 
5 
History as a Collective Endeavor 
5 
Challenges in Comprehending History 
7 
Research on Cognitive Development in Younger Children Regarding Historical Interpretation 
7 
Research on 16-19 Year-Old Students' Perspectives on Interpretations 
8 
Approaches and Techniques 
9 
Interpretations, Representations, and Constructions 
10 
Explaining Discrepancies in Historians' Perspectives 
11 
Assessing Interpretations Using Appropriate and Relevant Criteria 
12 
Practical Activities 
15 
Author's Biography 
25 
Acknowledgements 
25 
 
",yes,"Overview --- 3 
The Concept of Historical Interpretations --- 5 
The Myth of Definitive History --- 5 
History as a Collective Endeavor --- 5 
Challenges in Comprehending History --- 7 
Research on Cognitive Development in Younger Children Regarding Historical Interpretation --- 7 
Research on 16-19 Year-Old Students' Perspectives on Interpretations --- 8 
Approaches and Techniques --- 9 
Interpretations, Representations, and Constructions --- 10 
Explaining Discrepancies in Historians' Perspectives --- 11 
Assessing Interpretations Using Appropriate and Relevant Criteria --- 12 
Practical Activities --- 15 
Author's Biography --- 25 
Acknowledgements --- 25"
12,"iii
 
Contents
Text credits 
v
Introduction 
vi
Paper 1: Living with the physical environment
Section A: The challenge of natural hazards
Chapter 1 Natural hazards 
2
Chapter 2 Tectonic hazards 
4
Chapter 3 Weather hazards 
22
Chapter 4 Climate change 
44
Question Practice 
56
Section B: The living world 
Chapter 5 Ecosystems 
58
Chapter 6 Tropical rainforests 
66
Chapter 7 Hot deserts 
82
Chapter 8 Cold environments 
98
Question Practice 
114
Section C: Physical landscapes in the UK
Chapter 9 The physical diversity of the UK 
116
Chapter 10 Coastal landscapes 
118
Chapter 11 River landscapes 
148
Chapter 12 Glacial landscapes 
178
Question Practice 
196
",yes,"Text credits --- v
Introduction --- vi
Chapter 1 Natural hazards --- 2
Chapter 2 Tectonic hazards --- 4
Chapter 3 Weather hazards --- 22
Chapter 4 Climate change --- 44
Question Practice --- 56
Chapter 5 Ecosystems --- 58
Chapter 6 Tropical rainforests --- 66
Chapter 7 Hot deserts --- 82
Chapter 8 Cold environments --- 98
Question Practice --- 114
Chapter 9 The physical diversity of the UK --- 116
Chapter 10 Coastal landscapes --- 118
Chapter 11 River landscapes --- 148
Chapter 12 Glacial landscapes --- 178
Question Practice --- 196"
13,"Introduction
iv
Paper 2: Challenges in the human environment
Section A: Urban challenges 
Chapter 13 The global pattern of urban change 
198
Chapter 14 Urban growth in Nigeria 
202
Chapter 15 Urban challenges in the UK 
218
Chapter 16 Sustainable development of urban areas 
242
Question Practice 
248
Section B: The changing economic world 
Chapter 17  Economic development and quality of life 
250
Chapter 18 Reducing the global development gap 
260
Chapter 19 Economic development in Nigeria 
268
Chapter 20 Economic change in the UK 
282
Question Practice 
304
Section C: The challenge of resource management 
Chapter 21  Global resource management 
306
Chapter 22 Resources in the UK 
310
Chapter 23 Food 
324
Chapter 24 Water 
342
Chapter 25 Energy 
356
Question Practice 
370
Paper 3: Geographical applications 
Chapter 26 Issue evaluation 
372 
Chapter 27 Fieldwork and geographical enquiry 
380 
Glossary 
390
Index 
401
Photo credits 
408
",yes,"Introduction --- iv
Chapter 13 The global pattern of urban change --- 198
Chapter 14 Urban growth in Nigeria --- 202
Chapter 15 Urban challenges in the UK --- 218
Chapter 16 Sustainable development of urban areas --- 242
Question Practice --- 248
Section B: The changing economic world
Chapter 17 Economic development and quality of life --- 250
Chapter 18 Reducing the global development gap --- 260
Chapter 19 Economic development in Nigeria --- 268
Chapter 20 Economic change in the UK --- 282
Question Practice --- 304
Chapter 21 Global resource management --- 306
Chapter 22 Resources in the UK --- 310
Chapter 23 Food --- 324
Chapter 24 Water --- 342
Chapter 25 Energy --- 356
Question Practice --- 370
Chapter 26 Issue evaluation --- 372
Chapter 27 Fieldwork and geographical enquiry --- 380
Glossary --- 390
Index --- 401
Photo credits --- 408"
14,"iii
 
Contents
Text Credits 
v
Introduction 
vi
Paper 1: Navigating the Natural World
Segment A: Confronting Natural Challenges
Chapter 1 Unveiling Natural Hazards 
3
Chapter 2 Tectonic Challenges 
5
Chapter 3 Atmospheric Challenges 
23
Chapter 4 Global Shifts 
45
Question Drills 
57
Segment B: The Dynamic Living Realm 
Chapter 5 Ecological Systems 
59
Chapter 6 Rainforests of the Tropics 
67
Chapter 7 Arid Deserts 
83
Chapter 8 Icy Terrains 
99
Question Drills 
115
Segment C: Terrains in the UK
Chapter 9 The Ecological Spectrum of the UK 
117
Chapter 10 Coastal Terrains 
119
Chapter 11 River Terrains 
149
Chapter 12 Frozen Terrains 
179
Question Drills 
197
",yes,"Text Credits --- v
Introduction --- vi
Chapter 1 Unveiling Natural Hazards --- 3
Chapter 2 Tectonic Challenges --- 5
Chapter 3 Atmospheric Challenges --- 23
Chapter 4 Global Shifts --- 45
Question Drills --- 57
Chapter 5 Ecological Systems --- 59
Chapter 6 Rainforests of the Tropics --- 67
Chapter 7 Arid Deserts --- 83
Chapter 8 Icy Terrains --- 99
Question Drills --- 115
Chapter 9 The Ecological Spectrum of the UK --- 117
Chapter 10 Coastal Terrains --- 119
Chapter 11 River Terrains --- 149
Chapter 12 Frozen Terrains --- 179
Question Drills --- 197"
15,"iii
 
Contents
Text Acknowledgments 
v
Introduction 
vi
Paper 1: Living amidst the Physical World
Segment A: Confronting Nature's Challenges
Chapter 1 Unraveling Natural Phenomena 
4
Chapter 2 Tectonic Phenomena 
6
Chapter 3 Atmospheric Phenomena 
24
Chapter 4 Shifting Climates 
46
Question Exercises 
58
Segment B: The Vibrant Living Realm 
Chapter 5 Ecological Networks 
60
Chapter 6 Rainforests in the Tropics 
68
Chapter 7 Arid Deserts 
84
Chapter 8 Frozen Environments 
100
Question Exercises 
116
Segment C: Landscapes in the UK
Chapter 9 Ecological Diversity in the UK 
118
Chapter 10 Coastal Landscapes 
120
Chapter 11 River Landscapes 
150
Chapter 12 Glacial Landscapes 
180
Question Exercises 
198
",yes,"Text Acknowledgments --- v
Introduction --- vi
Chapter 1 Unraveling Natural Phenomena --- 4
Chapter 2 Tectonic Phenomena --- 6
Chapter 3 Atmospheric Phenomena --- 24
Chapter 4 Shifting Climates --- 46
Question Exercises --- 58
Chapter 5 Ecological Networks --- 60
Chapter 6 Rainforests in the Tropics --- 68
Chapter 7 Arid Deserts --- 84
Chapter 8 Frozen Environments --- 100
Question Exercises --- 116
Chapter 9 Ecological Diversity in the UK --- 118
Chapter 10 Coastal Landscapes --- 120
Chapter 11 River Landscapes --- 150
Chapter 12 Glacial Landscapes --- 180
Question Exercises --- 198"
16,"Introduction
iv
Paper 2: Exploring Human Challenges
Section A: Metropolitan Dilemmas 
Chapter 13 The Global Landscape of Urban Transformation 
199
Chapter 14 Urban Expansion in Brazil 
205
Chapter 15 Urban Complexities in Germany 
223
Chapter 16 Advancing Sustainability in Urban Regions 
248
Question Drills 
254
Section B: The Evolving Economic Landscape 
Chapter 17 Progress in Economic Development and Quality of Life 
256
Chapter 18 Bridging the Global Development Gap 
266
Chapter 19 Economic Advancements in Brazil 
274
Chapter 20 Economic Shifts in Australia 
288
Question Drills 
310
Section C: Navigating Resource Management Challenges 
Chapter 21 Global Oversight of Resource Management 
312
Chapter 22 Resource Dynamics in Australia 
316
Chapter 23 Nourishment 
330
Chapter 24 Aquatic Resources 
348
Chapter 25 Power Supply 
362
Question Drills 
376
Paper 3: Applications in Geography 
Chapter 26 Analyzing Critical Issues 
378 
Chapter 27 On-Site Research and Geographic Investigations 
386 
Glossary 
396
Index 
407
Photographic Contributions 
414
",yes,"Introduction --- iv
Chapter 13 The Global Landscape of Urban Transformation --- 199
Chapter 14 Urban Expansion in Brazil --- 205
Chapter 15 Urban Complexities in Germany --- 223
Chapter 16 Advancing Sustainability in Urban Regions --- 248
Question Drills --- 254
Chapter 17 Progress in Economic Development and Quality of Life --- 256
Chapter 18 Bridging the Global Development Gap --- 266
Chapter 19 Economic Advancements in Brazil --- 274
Chapter 20 Economic Shifts in Australia --- 288
Question Drills --- 310
Chapter 21 Global Oversight of Resource Management --- 312
Chapter 22 Resource Dynamics in Australia --- 316
Chapter 23 Nourishment --- 330
Chapter 24 Aquatic Resources --- 348
Chapter 25 Power Supply --- 362
Question Drills --- 376
Chapter 26 Analyzing Critical Issues --- 378
Chapter 27 On-Site Research and Geographic Investigations --- 386
Glossary --- 396
Index --- 407
Photographic Contributions --- 414"
17,"Introduction
iv
Paper 2: Confronting Human Challenges
Section A: Urban Complexities 
Chapter 13 The Global Dynamics of Urban Shifts 
200
Chapter 14 Urban Transformations in Japan 
206
Chapter 15 Urban Struggles in India 
224
Chapter 16 Fostering Sustainability in Urban Settings 
249
Question Exercises 
255
Section B: The Transforming Economic Arena 
Chapter 17 Advancements in Economic Development and Living Standards 
257
Chapter 18 Addressing the Global Development Disparity 
267
Chapter 19 Economic Progress in India 
275
Chapter 20 Economic Transformations in China 
289
Question Exercises 
311
Section C: Addressing Resource Management Challenges 
Chapter 21 Global Management of Resources 
313
Chapter 22 Resource Dynamics in China 
317
Chapter 23 Nutritional Resources 
331
Chapter 24 Water Resources 
349
Chapter 25 Power and Energy Resources 
363
Question Exercises 
377
Paper 3: Geographical Implementations 
Chapter 26 Evaluating Critical Issues 
379 
Chapter 27 Field Studies and Geographic Investigations 
387 
Glossary 
397
Index 
408
Credits for Photographs 
415
",yes,"Introduction --- iv
Chapter 13 The Global Dynamics of Urban Shifts --- 200
Chapter 14 Urban Transformations in Japan --- 206
Chapter 15 Urban Struggles in India --- 224
Chapter 16 Fostering Sustainability in Urban Settings --- 249
Question Exercises --- 255
Chapter 17 Advancements in Economic Development and Living Standards --- 257
Chapter 18 Addressing the Global Development Disparity --- 267
Chapter 19 Economic Progress in India --- 275
Chapter 20 Economic Transformations in China --- 289
Question Exercises --- 311
Chapter 21 Global Management of Resources --- 313
Chapter 22 Resource Dynamics in China --- 317
Chapter 23 Nutritional Resources --- 331
Chapter 24 Water Resources --- 349
Chapter 25 Power and Energy Resources --- 363
Question Exercises --- 377
Chapter 26 Evaluating Critical Issues --- 379
Chapter 27 Field Studies and Geographic Investigations --- 387
Glossary --- 397
Index --- 408
Credits for Photographs --- 415
"
18," 
 
Contents 
1. Introduction 
1 
Research and key principles 
1 
Support for the new specification 
2 
2. What’s changed? 
3 
2.1 How have AS and A level changed? 
3 
Changes to the AS and A level qualifications 
3 
Changes to History subject criteria 
3 
Changes to Assessment Objectives 
4 
2.2 Changes to the Pearson Edexcel History specifications 
5 
Specification overview 
5 
Summary of changes to assessment 
6 
3 Content guidance 
10 
3.1 Structure 
10 
Meeting the new 200-year requirement 
10 
3.2 Constructing a course 
13 
4. Planning 
16 
4.1 Planning and delivering linear AS and A level courses 
16 
Implications for funding 
17 
4.2 Delivery models 
18 
4.3 Co-teaching AS and A level 
19 
Differentiation of essay questions 
19 
Differentiation of interpretations questions 
19 
Differentiation of source questions 
19 
Teaching approaches in co-teaching AS and A level 
19 
4.4 Teaching breadth and themes 
21 
5. Assessment guidance 
22 
5.1 Implications of linear assessment 
22 
5.2 Paper 1 assessment 
22 
Paper 1 Essay questions: Sections A and B 
23 
Paper 1 Section C Historical interpretations 
28 
5.3 Paper 2 assessment 
30 
Paper 2 assessment model 
30 
Paper 2 Section A 
30 
Paper 2 Section B essays in depth 
37 
5.4 Paper 3 assessment 
39 
Paper 3 Section A 
39 
Paper 3 Section B Depth essay questions 
40 
Paper 3 Section C Thematic essay questions 
40 
 
 
",yes,"Contents --- 
1. Introduction --- 1
Research and key principles --- 1
Support for the new specification --- 2

2. What’s changed? --- 3
2.1 How have AS and A level changed? --- 3
Changes to the AS and A level qualifications --- 3
Changes to History subject criteria --- 3
Changes to Assessment Objectives --- 4

2.2 Changes to the Pearson Edexcel History specifications --- 5
Specification overview --- 5
Summary of changes to assessment --- 6

3 Content guidance --- 10
3.1 Structure --- 10
Meeting the new 200-year requirement --- 10
3.2 Constructing a course --- 13

4. Planning --- 16
4.1 Planning and delivering linear AS and A level courses --- 16
Implications for funding --- 17
4.2 Delivery models --- 18
4.3 Co-teaching AS and A level --- 19
Differentiation of essay questions --- 19
Differentiation of interpretations questions --- 19
Differentiation of source questions --- 19
Teaching approaches in co-teaching AS and A level --- 19
4.4 Teaching breadth and themes --- 21

5. Assessment guidance --- 22
5.1 Implications of linear assessment --- 22
5.2 Paper 1 assessment --- 22
Paper 1 Essay questions: Sections A and B --- 23
Paper 1 Section C Historical interpretations --- 28
5.3 Paper 2 assessment --- 30
Paper 2 assessment model --- 30
Paper 2 Section A --- 30
Paper 2 Section B essays in depth --- 37
5.4 Paper 3 assessment --- 39
Paper 3 Section A --- 39
Paper 3 Section B Depth essay questions --- 40
Paper 3 Section C Thematic essay questions --- 40
"
19," 
 
5.5 Coursework 
43 
Overview 
43 
Choosing a topic and title 
43 
The ‘chosen works’ 
45 
Example titles 
46 
Supporting students 
46 
Marking the coursework 
48 
Moderation process 
48 
 
",yes,"5.5 Coursework --- 43
Overview --- 43
Choosing a topic and title --- 43
The ‘chosen works’ --- 45
Example titles --- 46
Supporting students --- 46
Marking the coursework --- 48
Moderation process --- 48"
20," 
 
Contents 
1. Getting Started 
2 
Research Essentials and Fundamental Principles 
2 
Assistance for Embracing the New Framework 
3 
2. Unveiling the Transformations 
4 
2.1 Unraveling the Evolution of AS and A Level 
4 
Modifications to AS and A Level Credentials 
4 
Alterations to History Subject Criteria 
4 
Revisions to Assessment Objectives 
5 
2.2 Enhancements to Pearson Edexcel History Specifications 
6 
Specifications Overview 
6 
Snapshot of Adjustments to Evaluation 
7 
3. Navigating the Content 
11 
3.1 Framework 
11 
Adhering to the New 200-Year Mandate 
11 
3.2 Crafting a Curriculum 
14 
4. Strategic Planning 
17 
4.1 Designing and Executing Linear AS and A Level Programs 
17 
Budgetary Implications 
18 
4.2 Models of Delivery 
19 
4.3 Collaborative Teaching of AS and A Level 
20 
Variations in Essay Queries 
20 
Variations in Interpretations Queries 
20 
Variations in Source Queries 
20 
Teaching Approaches in Collaborative Teaching of AS and A Level 
20 
4.4 Teaching Breadth and Themes 
22 
5. Navigating the Evaluation 
23 
5.1 Ramifications of Linear Assessment 
23 
5.2 Evaluation of Paper 1 
23 
Paper 1 Essays: Sections A and B 
24 
Paper 1 Section C: Exploring Historical Interpretations 
29 
5.3 Evaluation of Paper 2 
31 
Paper 2 Evaluation Model 
31 
Paper 2 Section A 
31 
Paper 2 Section B: In-Depth Essays 
38 
5.4 Evaluation of Paper 3 
40 
Paper 3 Section A 
40 
Paper 3 Section B: In-Depth Essay Queries 
41 
Paper 3 Section C: Thematic Essay Queries 
41 
 
",yes,"1. Getting Started --- 2
Research Essentials and Fundamental Principles --- 2
Assistance for Embracing the New Framework --- 3

2. Unveiling the Transformations --- 4
2.1 Unraveling the Evolution of AS and A Level --- 4
Modifications to AS and A Level Credentials --- 4
Alterations to History Subject Criteria --- 4
Revisions to Assessment Objectives --- 5
2.2 Enhancements to Pearson Edexcel History Specifications --- 6
Specifications Overview --- 6
Snapshot of Adjustments to Evaluation --- 7

3. Navigating the Content --- 11
3.1 Framework --- 11
Adhering to the New 200-Year Mandate --- 11
3.2 Crafting a Curriculum --- 14

4. Strategic Planning --- 17
4.1 Designing and Executing Linear AS and A Level Programs --- 17
Budgetary Implications --- 18
4.2 Models of Delivery --- 19
4.3 Collaborative Teaching of AS and A Level --- 20
Variations in Essay Queries --- 20
Variations in Interpretations Queries --- 20
Variations in Source Queries --- 20
Teaching Approaches in Collaborative Teaching of AS and A Level --- 20
4.4 Teaching Breadth and Themes --- 22

5. Navigating the Evaluation --- 23
5.1 Ramifications of Linear Assessment --- 23
5.2 Evaluation of Paper 1 --- 23
Paper 1 Essays: Sections A and B --- 24
Paper 1 Section C: Exploring Historical Interpretations --- 29
5.3 Evaluation of Paper 2 --- 31
Paper 2 Evaluation Model --- 31
Paper 2 Section A --- 31
Paper 2 Section B: In-Depth Essays --- 38
5.4 Evaluation of Paper 3 --- 40
Paper 3 Section A --- 40
Paper 3 Section B: In-Depth Essay Queries --- 41
Paper 3 Section C: Thematic Essay Queries --- 41"
21,"
 
Contents 
1. Initiating the Journey 
2 
Exploring Research and Fundamental Principles 
2 
Guidance for Embracing the New Framework 
3 
2. Decoding the Transformations 
4 
2.1 Understanding the Evolution of AS and A Level 
4 
Adjustments to AS and A Level Qualifications 
4 
Revisions to History Subject Criteria 
4 
Revisions to Assessment Objectives 
5 
2.2 Enhancements to Pearson Edexcel History Specifications 
7 
Specification Overview 
7 
Overview of Changes to Assessment 
8 
3. Guidance through the Content 
12 
3.1 Framework 
12 
Adhering to the New 200-Year Mandate 
12 
3.2 Crafting a Curriculum 
15 
4. Strategic Blueprint 
18 
4.1 Designing and Executing Linear AS and A Level Programs 
18 
Budgetary Considerations 
19 
4.2 Models of Delivery 
20 
4.3 Collaborative Teaching of AS and A Level 
21 
Diversification of Essay Questions 
21 
Diversification of Interpretations Questions 
21 
Diversification of Source Questions 
21 
Teaching Approaches in Collaborative Teaching of AS and A Level 
21 
4.4 Teaching Breadth and Themes 
23 
5. Navigating the Evaluation 
24 
5.1 Implications of Linear Assessment 
24 
5.2 Evaluation of Paper 1 
24 
Paper 1 Essay Questions: Sections A and B 
25 
Paper 1 Section C: Investigating Historical Interpretations 
30 
5.3 Evaluation of Paper 2 
32 
Paper 2 Evaluation Model 
32 
Paper 2 Section A 
32 
Paper 2 Section B: Comprehensive Essays 
39 
5.4 Evaluation of Paper 3 
41 
Paper 3 Section A 
41 
Paper 3 Section B: Comprehensive Essay Questions 
42 
Paper 3 Section C: Thematic Essay Questions 
42 
 
",yes,"1. Initiating the Journey --- 2
Exploring Research and Fundamental Principles --- 2
Guidance for Embracing the New Framework --- 3

2. Decoding the Transformations --- 4
2.1 Understanding the Evolution of AS and A Level --- 4
Adjustments to AS and A Level Qualifications --- 4
Revisions to History Subject Criteria --- 4
Revisions to Assessment Objectives --- 5
2.2 Enhancements to Pearson Edexcel History Specifications --- 7
Specification Overview --- 7
Overview of Changes to Assessment --- 8

3. Guidance through the Content --- 12
3.1 Framework --- 12
Adhering to the New 200-Year Mandate --- 12
3.2 Crafting a Curriculum --- 15

4. Strategic Blueprint --- 18
4.1 Designing and Executing Linear AS and A Level Programs --- 18
Budgetary Considerations --- 19
4.2 Models of Delivery --- 20
4.3 Collaborative Teaching of AS and A Level --- 21
Diversification of Essay Questions --- 21
Diversification of Interpretations Questions --- 21
Diversification of Source Questions --- 21
Teaching Approaches in Collaborative Teaching of AS and A Level --- 21
4.4 Teaching Breadth and Themes --- 23

5. Navigating the Evaluation --- 24
5.1 Implications of Linear Assessment --- 24
5.2 Evaluation of Paper 1 --- 24
Paper 1 Essay Questions: Sections A and B --- 25
Paper 1 Section C: Investigating Historical Interpretations --- 30
5.3 Evaluation of Paper 2 --- 32
Paper 2 Evaluation Model --- 32
Paper 2 Section A --- 32
Paper 2 Section B: Comprehensive Essays --- 39
5.4 Evaluation of Paper 3 --- 41
Paper 3 Section A --- 41
Paper 3 Section B: Comprehensive Essay Questions --- 42
Paper 3 Section C: Thematic Essay Questions --- 42"
22,"
 
5.5 Independent Projects 
49 
Course Overview 
49 
Selecting a Subject and Title 
49 
The 'Selected Works' 
51 
Illustrative Titles 
52 
Assisting Students 
52 
Assessment of Independent Projects 
54 
Validation Procedure 
54 
 
",yes,"5.5 Independent Projects --- 49
Course Overview --- 49
Selecting a Subject and Title --- 49
The 'Selected Works' --- 51
Illustrative Titles --- 52
Assisting Students --- 52
Assessment of Independent Projects --- 54
Validation Procedure --- 54"
23,"
 
5.5 Practical Assignments 
50 
Program Overview 
50 
Choosing a Subject and Heading 
50 
The 'Preferred Works' 
52 
Exemplary Headings 
53 
Guiding Students 
53 
Evaluation of Practical Assignments 
55 
Review Process 
55 
 
",yes,"5.5 Practical Assignments --- 50
Program Overview --- 50
Choosing a Subject and Heading --- 50
The 'Preferred Works' --- 52
Exemplary Headings --- 53
Guiding Students --- 53
Evaluation of Practical Assignments --- 55
Review Process --- 55
"
24,"4
Cambridge International AS and A Level Geography Revision Guide
Revised
Tested
Exam
ready
Revised
Tested
Exam
ready
Paper 1 Core Geography
Physical Core
1 Hydrology and fluvial geomorphology 
 7 
1.1 The drainage basin system . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .■. . . . . . . . . . . . . . . .■ . . . . . . . . . . . . . . .■
 9 
1.2 Rainfall–discharge relationships within drainage basins . . . . . .■ . . . . . . . . . . . . . . . .■. . . . . . . . . . . . . . . .■
 11 
1.3 River channel processes and landforms . . . . . . . . . . . . . . . . . . . . . . . . . . . .■. . . . . . . . . . . . . . . .■ . . . . . . . . . . . . . . .■
 15 
1.4 The human impact . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .■. . . . . . . . . . . . . . . .■ . . . . . . . . . . . . . . .■
2 Atmosphere and weather
 19 
2.1 Local energy budgets . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .■. . . . . . . . . . . . . . . .■ . . . . . . . . . . . . . . .■
 23 
2.2 The global energy budget . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .■. . . . . . . . . . . . . . . .■ . . . . . . . . . . . . . . .■
 28 
2.3 Weather processes and phenomena. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .■. . . . . . . . . . . . . . . .■ . . . . . . . . . . . . . . .■
 33 
2.4 The human impact. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .■. . . . . . . . . . . . . . . .■ . . . . . . . . . . . . . . .■
3 Rocks and weathering 
 37 
3.1 Elementary plate tectonics . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .■. . . . . . . . . . . . . . . .■ . . . . . . . . . . . . . . .■
 40 
3.2 Weathering and rocks. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .■. . . . . . . . . . . . . . . .■ . . . . . . . . . . . . . . .■
 44 
3.3 Slope processes and development. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .■. . . . . . . . . . . . . . . .■ . . . . . . . . . . . . . . .■
 49 
3.4 The human impact. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .■. . . . . . . . . . . . . . . .■ . . . . . . . . . . . . . . .■
Human Core
4 Population
 54 
4.1 Natural increase as a component of population change. . . . . . .■ . . . . . . . . . . . . . . . .■ . . . . . . . . . . . . . . .■
 58 
4.2 Demographic transition . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .■. . . . . . . . . . . . . . . .■ . . . . . . . . . . . . . . .■
 62 
4.3 Population–resource relationships . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .■. . . . . . . . . . . . . . . .■ . . . . . . . . . . . . . . .■
 67 
4.4 The management of natural increase. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .■. . . . . . . . . . . . . . . .■ . . . . . . . . . . . . . . .■
5 Migration 
 69 
5.1 Migration as a component of population change . . . . . . . . . . . .■. . . . . . . . . . . . . . . .■ . . . . . . . . . . . . . . .■
 73 
5.2 Internal migration . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .■. . . . . . . . . . . . . . . .■ . . . . . . . . . . . . . . .■
 77 
5.3 International migration. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .■. . . . . . . . . . . . . . . .■ . . . . . . . . . . . . . . .■
 81 
5.4 A case study of international migration . . . . . . . . . . . . . . . . . . . . . . . . . . .■. . . . . . . . . . . . . . . .■ . . . . . . . . . . . . . . .■
6 Settlement dynamics
 84 
6.1 Changes in rural settlements. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .■. . . . . . . . . . . . . . . .■ . . . . . . . . . . . . . . .■
 88 
6.2 Urban trends and issues of urbanisation . . . . . . . . . . . . . . . . . . . . . . . . . .■. . . . . . . . . . . . . . . .■ . . . . . . . . . . . . . . .■
 92 
6.3 The changing structure of urban settlements . . . . . . . . . . . . . . . . . .■. . . . . . . . . . . . . . . .■ . . . . . . . . . . . . . . .■
 97 
6.4 The management of urban settlements . . . . . . . . . . . . . . . . . . . . . . . . . .■. . . . . . . . . . . . . . . .■ . . . . . . . . . . . . . . .■
My revision planner
Paper 2 Advanced Physical Geography Options
7 Tropical environments
 104 7.1 Tropical climates. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .■ . . . . . . . . . . . . . . .■. . . . . . . . . . . . . . .■
 107 7.2 Tropical ecosystems . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .■ . . . . . . . . . . . . . . .■. . . . . . . . . . . . . . .■
 110 7.3 Tropical landforms. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .■ . . . . . . . . . . . . . . .■. . . . . . . . . . . . . . .■
 114 7.4 Sustainable management of tropical environments . . . . . . . . . .■ . . . . . . . . . . . . . . .■. . . . . . . . . . . . . . .■
",yes,"1.1 The drainage basin system --- 7
1.2 Rainfall–discharge relationships within drainage basins --- 9
1.3 River channel processes and landforms --- 11
1.4 The human impact --- 15
2.1 Local energy budgets --- 19
2.2 The global energy budget --- 23
2.3 Weather processes and phenomena --- 28
2.4 The human impact --- 33
3.1 Elementary plate tectonics --- 37
3.2 Weathering and rocks --- 40
3.3 Slope processes and development --- 44
3.4 The human impact --- 49
4.1 Natural increase as a component of population change --- 54
4.2 Demographic transition --- 58
4.3 Population–resource relationships --- 62
4.4 The management of natural increase --- 67
5.1 Migration as a component of population change --- 69
5.2 Internal migration --- 73
5.3 International migration --- 77
5.4 A case study of international migration --- 81
6.1 Changes in rural settlements --- 84
6.2 Urban trends and issues of urbanization --- 88
6.3 The changing structure of urban settlements --- 92
6.4 The management of urban settlements --- 97
7.1 Tropical climates --- 104
7.2 Tropical ecosystems --- 107
7.3 Tropical landforms --- 110
7.4 Sustainable management of tropical environments --- 114
"
